code_num,code_raw,freq,label_text
4215,4215,10,NA
4006,4006,9,NA
3504,3504,8,NA
3609,3609,8,NA
3906,3906,8,NA
112,0112,7,NA
604,0604,7,NA
1412,1412,7,NA
3721,3721,7,NA
4713,4713,7,NA
1004,1004,6,NA
4408,4408,6,NA
910,0910,5,NA
1808,1808,5,NA
2603,2603,5,NA
3111,3111,5,NA
3803,3803,5,NA
4909,4909,5,NA
706,0706,4,NA
2307,2307,4,NA
2503,2503,4,NA
4308,4308,4,NA
4813,4813,4,NA
5010,5010,4,NA
213,0213,3,NA
511,0511,3,NA
1111,1111,3,NA
1413,1413,3,NA
2208,2208,3,NA
2704,2704,3,NA
3021,3021,3,NA
3722,3722,3,NA
4119,4119,3,NA
4216,4216,3,NA
4609,4609,3,NA
5011,5011,3,NA
113,0113,2,NA
410,0410,2,NA
1414,1414,2,NA
1415,1415,2,NA
1416,1416,2,NA
2019,2019,2,NA
2407,2407,2,NA
2805,2805,2,NA
3022,3022,2,NA
3112,3112,2,NA
3610,3610,2,NA
4217,4217,2,NA
4218,4218,2,NA
4610,4610,2,NA
4714,4714,2,NA
4814,4814,2,NA
1417,1417,1,NA
1418,1418,1,NA
1510,1510,1,NA
1706,1706,1,NA
2209,2209,1,NA
3023,3023,1,NA
3723,3723,1,NA
3907,3907,1,NA
4120,4120,1,NA
4121,4121,1,NA
4122,4122,1,NA
4715,4715,1,NA
4910,4910,1,NA
5012,5012,1,NA
